hole,tee,teeIndex,cardMetres,localX,localZ,longitude,latitude,eastingEPSG3006,northingEPSG3006,previousLocalX,previousLocalZ,changeMetres,association,sourceReviewId,sourcePadId,associatedPadBoundaryProvenance,associatedPadRetainedHistorical,associatedPadBoundaryClearanceMetres,containingPadIds,insideSourceTracedPad,projectionRoundtripMetres,dailyMarkerVerified
16,55,3,254,-220.7,-434.5,18.66908997695878,63.28840316205534,683937.9895840714,7022986.398965609,-220.7,-434.5,0.0,provisional-platform,lm-2024-h16-tee-associations,lm-2024-h16-main-second-deck,reviewed-lm-orthophoto,False,1.9463896124802083,"[""lm-2024-h16-main-second-deck""]",True,8.107124523615548e-10,False
16,48,4,216,-183.51191920481725,-440.9634968786193,18.66983306845477,63.288461224370096,683974.8414816242,7022994.992823541,-182.9,-438.2,2.8304346152778193,provisional-platform,lm-2024-h16-tee-associations,lm-2024-h16-main-forward-deck,reviewed-lm-orthophoto,False,0.6585205434482596,"[""lm-2024-h16-main-forward-deck""]",True,0.0,False
16,40,5,216,-183.51191920481725,-440.9634968786193,18.66983306845477,63.288461224370096,683974.8414816242,7022994.992823541,-182.9,-438.2,2.8304346152778193,provisional-platform,lm-2024-h16-tee-associations,lm-2024-h16-main-forward-deck,reviewed-lm-orthophoto,False,0.6585205434482596,"[""lm-2024-h16-main-forward-deck""]",True,0.0,False
17,65,0,422,-88.39010644339538,-520.3926354170044,18.671733790638736,63.28917474519778,684065.4982920941,7023079.853400342,-96,-521.9,7.757746317644188,provisional-platform,lm-2024-h17-tee-associations,lm-2024-h17-rear-deck,reviewed-lm-orthophoto,False,0.4524443487305781,"[""lm-2024-h17-rear-deck""]",True,7.909761734481435e-10,False
17,61,1,406,-93.11155460970738,-540.7982648707628,18.671639446754725,63.28935805124749,684059.6033250669,7023099.981766226,-108.8,-531.5,18.236914442170697,provisional-platform,lm-2024-h17-tee-associations,lm-2024-h17-opposite-path-deck,reviewed-lm-orthophoto,False,0.4487708813989919,"[""lm-2024-h17-opposite-path-deck""]",True,0.0,False
17,58,2,395,-118.66335128311576,-535.5948951747861,18.671128871258237,63.28931130879604,684034.3271692537,7023093.314142921,-117.6,-538.1,2.7214455968499807,provisional-platform,lm-2024-h17-tee-associations,lm-2024-h17-long-middle-deck,reviewed-lm-orthophoto,False,0.3404833045327965,"[""lm-2024-h17-long-middle-deck""]",True,0.0,False
17,55,3,386,-120.91182980415229,-537.4107964628026,18.671083942204838,63.28932762124023,684031.9726637367,7023095.000494445,-124.8,-543.5,7.224698415110161,provisional-platform,lm-2024-h17-tee-associations,lm-2024-h17-long-middle-deck,reviewed-lm-orthophoto,False,0.25422179385416627,"[""lm-2024-h17-long-middle-deck""]",True,0.0,False
17,48,4,333,-162.21825111529648,-571.442976381653,18.670258558109992,63.289633336115536,683988.6803504117,7023126.652828706,-167.1,-575.4,6.284067797968104,provisional-platform,lm-2024-h17-tee-associations,lm-2024-h17-forward-deck,reviewed-lm-orthophoto,False,0.7122517224400596,"[""lm-2024-h17-forward-deck""]",True,8.107124523615548e-10,False
17,40,5,281,-208.7,-606.7,18.66932976072178,63.28995005389867,683940.1389547179,7023159.233461016,-208.7,-606.7,0.0,unresolved,,,,False,,[],False,1.581952346896287e-09,False
18,65,0,553,-338.39779769070884,-805.448668431479,18.66673814188983,63.291735435397335,683798.9552220199,7023350.486996569,-327.8,-819.7,17.75989209902806,provisional-platform,lm-2024-h18-tee-associations,lm-2024-h18-rear-deck,reviewed-lm-orthophoto,False,0.7499988593458196,"[""lm-2024-h18-rear-deck""]",True,0.0,False
18,61,1,528,-311.73034530645026,-798.9330807178848,18.667271010396696,63.29167690514479,683826.0169629205,7023345.501386187,-308.6,-803.7,5.7028572820839125,provisional-platform,lm-2024-h18-tee-associations,lm-2024-h18-second-deck,reviewed-lm-orthophoto,False,0.5070909567792982,"[""lm-2024-h18-second-deck""]",True,1.581952346896287e-09,False
18,58,2,519,-305.55955121175697,-793.8725517656852,18.667394315082426,63.2916314458477,683832.4823707293,7023340.796022492,-301.7,-797.9,5.578214305336418,provisional-platform,lm-2024-h18-tee-associations,lm-2024-h18-second-deck,reviewed-lm-orthophoto,False,0.5769716644188329,"[""lm-2024-h18-second-deck""]",True,7.909761734481435e-10,False
18,55,3,486,-283.3646468329936,-768.5715126356604,18.667837813223375,63.291404163785806,683856.1435070158,7023316.774734101,-276.4,-776.7,10.704139962676033,provisional-platform,lm-2024-h18-tee-associations,lm-2024-h18-middle-deck,reviewed-lm-orthophoto,False,0.7163928830512513,"[""lm-2024-h18-middle-deck""]",True,1.581952346896287e-09,False
18,48,4,419,-235.1287075634089,-721.1606490223263,18.668801662809212,63.29097826669981,683907.1333805798,7023272.143370807,-225,-733.7,16.119120318626077,provisional-platform,lm-2024-h18-tee-associations,lm-2024-h18-forward-deck,reviewed-lm-orthophoto,False,0.7384134959921955,"[""lm-2024-h18-forward-deck""]",True,0.0,False
18,40,5,320,-149,-670.3,18.670522684942718,63.290521379805966,683996.2468561223,7023226.237149919,-149,-670.3,0.0,unresolved,,,,False,,[],False,1.581952346896287e-09,False
